flight_number;date_utc;rocket_name;rocket;launchpad;cores;success;payload_mass_kg;landing_success
50;2017-10-30 19:34:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('flight', 1);True;3700.0;
50;2017-10-30 19:34:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('gridfins', True);True;3700.0;
50;2017-10-30 19:34:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('landing_attempt', True);True;3700.0;
50;2017-10-30 19:34:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('landing_success', True);True;3700.0;
50;2017-10-30 19:34:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('landing_type', 'ASDS');True;3700.0;
50;2017-10-30 19:34:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('landpad', '5e9e3032383ecb6bb234e7ca');True;3700.0;
50;2017-10-30 19:34:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('legs', True);True;3700.0;
50;2017-10-30 19:34:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('reused', False);True;3700.0;
51;2017-12-15 15:36:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('core', '5e9e28a3f3591856803b264a');True;2205.0;
51;2017-12-15 15:36:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('flight', 2);True;2205.0;
51;2017-12-15 15:36:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('gridfins', True);True;2205.0;
51;2017-12-15 15:36:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_attempt', True);True;2205.0;
51;2017-12-15 15:36:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_success', True);True;2205.0;
51;2017-12-15 15:36:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_type', 'RTLS');True;2205.0;
51;2017-12-15 15:36:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landpad', '5e9e3032383ecb267a34e7c7');True;2205.0;
51;2017-12-15 15:36:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('legs', True);True;2205.0;
51;2017-12-15 15:36:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('reused', True);True;2205.0;
52;2017-12-23 01:27:23+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('core', '5e9e28a3f3591801cf3b264b');True;9600.0;
52;2017-12-23 01:27:23+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('flight', 2);True;9600.0;
52;2017-12-23 01:27:23+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('gridfins', True);True;9600.0;
52;2017-12-23 01:27:23+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landing_attempt', True);True;9600.0;
52;2017-12-23 01:27:23+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landing_success', True);True;9600.0;
52;2017-12-23 01:27:23+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landing_type', 'Ocean');True;9600.0;
52;2017-12-23 01:27:23+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landpad', None);True;9600.0;
52;2017-12-23 01:27:23+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('legs', False);True;9600.0;
52;2017-12-23 01:27:23+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('reused', True);True;9600.0;
53;2018-01-08 01:00:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('core', '5e9e28a4f35918345e3b2652');True;0.0;
53;2018-01-08 01:00:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('flight', 1);True;0.0;
53;2018-01-08 01:00:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('gridfins', True);True;0.0;
53;2018-01-08 01:00:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_attempt', True);True;0.0;
53;2018-01-08 01:00:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_success', True);True;0.0;
53;2018-01-08 01:00:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_type', 'RTLS');True;0.0;
53;2018-01-08 01:00:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landpad', '5e9e3032383ecb267a34e7c7');True;0.0;
53;2018-01-08 01:00:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('legs', True);True;0.0;
53;2018-01-08 01:00:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('reused', False);True;0.0;
54;2018-01-31 21:25:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('core', '5e9e28a3f3591811f83b2648');True;4230.0;
54;2018-01-31 21:25:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('flight', 2);True;4230.0;
54;2018-01-31 21:25:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('gridfins', True);True;4230.0;
54;2018-01-31 21:25:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_attempt', True);True;4230.0;
54;2018-01-31 21:25:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_success', True);True;4230.0;
54;2018-01-31 21:25:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_type', 'Ocean');True;4230.0;
54;2018-01-31 21:25:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landpad', None);True;4230.0;
54;2018-01-31 21:25:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('legs', True);True;4230.0;
54;2018-01-31 21:25:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('reused', True);True;4230.0;
56;2018-02-22 14:17:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('core', '5e9e28a4f359182d843b264e');True;2150.0;
56;2018-02-22 14:17:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('flight', 2);True;2150.0;
56;2018-02-22 14:17:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('gridfins', True);True;2150.0;
56;2018-02-22 14:17:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landing_attempt', False);True;2150.0;
56;2018-02-22 14:17:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landing_success', None);True;2150.0;
56;2018-02-22 14:17:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landing_type', None);True;2150.0;
56;2018-02-22 14:17:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landpad', None);True;2150.0;
56;2018-02-22 14:17:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('legs', False);True;2150.0;
56;2018-02-22 14:17:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('reused', True);True;2150.0;
57;2018-03-06 05:33:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('core', '5e9e28a5f359186cb73b2654');True;6092.0;
57;2018-03-06 05:33:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('flight', 1);True;6092.0;
57;2018-03-06 05:33:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('gridfins', True);True;6092.0;
57;2018-03-06 05:33:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_attempt', False);True;6092.0;
57;2018-03-06 05:33:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_success', None);True;6092.0;
57;2018-03-06 05:33:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_type', None);True;6092.0;
57;2018-03-06 05:33:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landpad', None);True;6092.0;
57;2018-03-06 05:33:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('legs', True);True;6092.0;
57;2018-03-06 05:33:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('reused', False);True;6092.0;
58;2018-03-30 14:13:51+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('core', '5e9e28a4f3591843103b2650');True;9600.0;
58;2018-03-30 14:13:51+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('flight', 2);True;9600.0;
58;2018-03-30 14:13:51+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('gridfins', True);True;9600.0;
58;2018-03-30 14:13:51+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landing_attempt', False);True;9600.0;
58;2018-03-30 14:13:51+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landing_success', None);True;9600.0;
58;2018-03-30 14:13:51+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landing_type', None);True;9600.0;
58;2018-03-30 14:13:51+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landpad', None);True;9600.0;
58;2018-03-30 14:13:51+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('legs', True);True;9600.0;
58;2018-03-30 14:13:51+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('reused', True);True;9600.0;
59;2018-04-02 20:30:41+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('core', '5e9e28a4f3591884ee3b264d');True;2760.0;
59;2018-04-02 20:30:41+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('flight', 2);True;2760.0;
59;2018-04-02 20:30:41+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('gridfins', True);True;2760.0;
59;2018-04-02 20:30:41+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_attempt', False);True;2760.0;
59;2018-04-02 20:30:41+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_success', None);True;2760.0;
59;2018-04-02 20:30:41+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_type', None);True;2760.0;
59;2018-04-02 20:30:41+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landpad', None);True;2760.0;
59;2018-04-02 20:30:41+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('legs', True);True;2760.0;
59;2018-04-02 20:30:41+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('reused', True);True;2760.0;
60;2018-04-18 22:51:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('core', '5e9e28a5f35918863d3b2655');True;350.0;
60;2018-04-18 22:51:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('flight', 1);True;350.0;
60;2018-04-18 22:51:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('gridfins', True);True;350.0;
60;2018-04-18 22:51:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_attempt', True);True;350.0;
60;2018-04-18 22:51:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_success', True);True;350.0;
60;2018-04-18 22:51:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_type', 'ASDS');True;350.0;
60;2018-04-18 22:51:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landpad', '5e9e3032383ecb6bb234e7ca');True;350.0;
60;2018-04-18 22:51:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('legs', True);True;350.0;
60;2018-04-18 22:51:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('reused', False);True;350.0;
61;2018-05-11 20:14:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('core', '5e9e28a5f359182b023b2656');True;3750.0;
61;2018-05-11 20:14:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('flight', 1);True;3750.0;
61;2018-05-11 20:14:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('gridfins', True);True;3750.0;
61;2018-05-11 20:14:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('landing_attempt', True);True;3750.0;
61;2018-05-11 20:14:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('landing_success', True);True;3750.0;
61;2018-05-11 20:14:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('landing_type', 'ASDS');True;3750.0;
61;2018-05-11 20:14:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('landpad', '5e9e3032383ecb6bb234e7ca');True;3750.0;
61;2018-05-11 20:14:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('legs', True);True;3750.0;
61;2018-05-11 20:14:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('reused', False);True;3750.0;
62;2018-05-22 19:47:58+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('core', '5e9e28a4f35918345e3b2652');True;5460.0;
62;2018-05-22 19:47:58+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('flight', 2);True;5460.0;
62;2018-05-22 19:47:58+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('gridfins', True);True;5460.0;
62;2018-05-22 19:47:58+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landing_attempt', False);True;5460.0;
62;2018-05-22 19:47:58+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landing_success', None);True;5460.0;
62;2018-05-22 19:47:58+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landing_type', None);True;5460.0;
62;2018-05-22 19:47:58+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landpad', None);True;5460.0;
62;2018-05-22 19:47:58+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('legs', False);True;5460.0;
62;2018-05-22 19:47:58+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('reused', True);True;5460.0;
63;2018-06-04 04:45:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('core', '5e9e28a4f3591845123b264f');True;5383.85;
63;2018-06-04 04:45:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('flight', 2);True;5383.85;
63;2018-06-04 04:45:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('gridfins', False);True;5383.85;
63;2018-06-04 04:45:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_attempt', False);True;5383.85;
63;2018-06-04 04:45:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_success', None);True;5383.85;
63;2018-06-04 04:45:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_type', None);True;5383.85;
63;2018-06-04 04:45:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landpad', None);True;5383.85;
63;2018-06-04 04:45:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('legs', False);True;5383.85;
63;2018-06-04 04:45:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('reused', True);True;5383.85;
64;2018-06-29 09:42:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('core', '5e9e28a5f35918863d3b2655');True;2410.0;
64;2018-06-29 09:42:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('flight', 2);True;2410.0;
64;2018-06-29 09:42:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('gridfins', False);True;2410.0;
64;2018-06-29 09:42:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_attempt', False);True;2410.0;
64;2018-06-29 09:42:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_success', None);True;2410.0;
64;2018-06-29 09:42:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_type', None);True;2410.0;
64;2018-06-29 09:42:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landpad', None);True;2410.0;
64;2018-06-29 09:42:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('legs', False);True;2410.0;
64;2018-06-29 09:42:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('reused', True);True;2410.0;
65;2018-07-22 05:50:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('core', '5e9e28a5f359181eed3b2657');True;7076.0;
65;2018-07-22 05:50:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('flight', 1);True;7076.0;
65;2018-07-22 05:50:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('gridfins', True);True;7076.0;
65;2018-07-22 05:50:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_attempt', True);True;7076.0;
65;2018-07-22 05:50:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_success', True);True;7076.0;
65;2018-07-22 05:50:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_type', 'ASDS');True;7076.0;
65;2018-07-22 05:50:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landpad', '5e9e3032383ecb6bb234e7ca');True;7076.0;
65;2018-07-22 05:50:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('legs', True);True;7076.0;
65;2018-07-22 05:50:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('reused', False);True;7076.0;
66;2018-07-25 11:39:26+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('core', '5e9e28a5f3591809c03b2658');True;9600.0;
66;2018-07-25 11:39:26+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('flight', 1);True;9600.0;
66;2018-07-25 11:39:26+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('gridfins', True);True;9600.0;
66;2018-07-25 11:39:26+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landing_attempt', True);True;9600.0;
66;2018-07-25 11:39:26+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landing_success', True);True;9600.0;
66;2018-07-25 11:39:26+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landing_type', 'ASDS');True;9600.0;
66;2018-07-25 11:39:26+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landpad', '5e9e3033383ecbb9e534e7cc');True;9600.0;
66;2018-07-25 11:39:26+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('legs', True);True;9600.0;
66;2018-07-25 11:39:26+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('reused', False);True;9600.0;
67;2018-08-07 05:18:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('core', '5e9e28a5f359182b023b2656');True;5800.0;
67;2018-08-07 05:18:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('flight', 2);True;5800.0;
67;2018-08-07 05:18:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('gridfins', True);True;5800.0;
67;2018-08-07 05:18:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_attempt', True);True;5800.0;
67;2018-08-07 05:18:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_success', True);True;5800.0;
67;2018-08-07 05:18:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_type', 'ASDS');True;5800.0;
67;2018-08-07 05:18:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landpad', '5e9e3032383ecb6bb234e7ca');True;5800.0;
67;2018-08-07 05:18:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('legs', True);True;5800.0;
67;2018-08-07 05:18:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('reused', True);True;5800.0;
68;2018-09-10 04:45:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('core', '5e9e28a5f3591833b13b2659');True;7060.0;
68;2018-09-10 04:45:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('flight', 1);True;7060.0;
68;2018-09-10 04:45:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('gridfins', True);True;7060.0;
68;2018-09-10 04:45:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_attempt', True);True;7060.0;
68;2018-09-10 04:45:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_success', True);True;7060.0;
68;2018-09-10 04:45:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landing_type', 'ASDS');True;7060.0;
68;2018-09-10 04:45:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('landpad', '5e9e3032383ecb6bb234e7ca');True;7060.0;
68;2018-09-10 04:45:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('legs', True);True;7060.0;
68;2018-09-10 04:45:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4501f509094ba4566f84;('reused', False);True;7060.0;
69;2018-10-08 02:22:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('core', '5e9e28a5f3591809c03b2658');True;2800.0;
69;2018-10-08 02:22:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('flight', 2);True;2800.0;
69;2018-10-08 02:22:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('gridfins', True);True;2800.0;
69;2018-10-08 02:22:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landing_attempt', True);True;2800.0;
69;2018-10-08 02:22:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landing_success', True);True;2800.0;
69;2018-10-08 02:22:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landing_type', 'RTLS');True;2800.0;
69;2018-10-08 02:22:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('landpad', '5e9e3032383ecb554034e7c9');True;2800.0;
69;2018-10-08 02:22:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('legs', True);True;2800.0;
69;2018-10-08 02:22:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509092b78566f87;('reused', True);True;2800.0;
70;2018-11-15 20:46:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('core', '5e9e28a5f359181eed3b2657');True;3000.0;
70;2018-11-15 20:46:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('flight', 2);True;3000.0;
70;2018-11-15 20:46:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('gridfins', True);True;3000.0;
70;2018-11-15 20:46:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('landing_attempt', True);True;3000.0;
70;2018-11-15 20:46:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('landing_success', True);True;3000.0;
70;2018-11-15 20:46:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('landing_type', 'ASDS');True;3000.0;
70;2018-11-15 20:46:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('landpad', '5e9e3032383ecb6bb234e7ca');True;3000.0;
70;2018-11-15 20:46:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('legs', True);True;3000.0;
70;2018-11-15 20:46:00+00:00;Falcon 9;5e9d0d95eda69973a809d1ec;5e9e4502f509094188566f88;('reused', True);True;3000.0;
